productionvolume,productioncost,supplierquality,deliverydelay,defectrate,qualityscore,maintenancehours,downtimepercentage,inventoryturnover,stockoutrate,workerproductivity,safetyincidents,energyconsumption,energyefficiency,additiveprocesstime,additivematerialcost,defectstatus,productionvolume30dd,productionvolume7dd,maintenancehoursperday,maintenancehourspermonth,prod_vol_permant_hour_perday,mant_hour_perprod_vol_perday,QScore_per_SupQuality,QScore_per_ProdCost,QScore_per_InvTurnOver,QScore_per_WorkerProd,QScore_per_EnergyEff,QScore_per_AddPrcssTime,QScore_per_AddMatCost
566,17610.545420168,94.0173139448776,3,1.9878482968679392,76.22084620814144,6,3.3623997479125336,8.851859599025223,0.0946887482274853,88.99182062184799,1,2952.2623042315745,0.2592711138588276,5.724689529293646,482.3106496966153,0,16980,3962,0.8571428571428571,25.71428571428571,660.3333333333334,0.001514386673397274,0.8107107405007312,0.004328136601655255,8.610715675668304,0.8564927166961319,293.9812502585362,13.314406976677759,0.15803268340868304
314,15992.023171493758,85.70411605360829,0,0.9064335213458288,82.75076410091509,3,4.1791663045492005,3.5473960883415403,0.0502712108061327,97.9026549458812,6,2449.9839148966976,0.3951026791246683,3.845701181484266,159.55688053495768,0,9420,2198,0.42857142857142855,12.857142857142856,732.6666666666667,0.0013648771610555049,0.9655401386924537,0.005174502513754527,23.327184797004804,0.8452351383796304,209.44116168547777,21.51773114856965,0.5186286158482839
430,13133.558082377724,92.61540840345242,1,3.0319435385208915,91.62638104182444,6,0.9211456513599198,3.9350771838623,0.0472266046798978,95.12215800686658,2,2499.89534459505,0.1100084511147831,3.0811459203926708,328.2043329237667,1,12900,3010,0.8571428571428571,25.71428571428571,501.6666666666667,0.0019933554817275745,0.9893211358814122,0.006976508610013794,23.284519403477784,0.9632496041060192,832.9031098367274,29.73776101787068,0.27917480621167445
558,13855.215356881594,89.11299098879755,0,2.655683265535761,87.88559255783133,15,3.0677545516787985,2.502169251993532,0.0309209532318356,83.36140330035789,5,2724.5347130026234,0.316411608349838,1.6645146770399952,469.3196730692771,1,16740,3906,2.142857142857143,64.28571428571428,260.40000000000003,0.0038402457757296467,0.98622649271058,0.006343141574784719,35.123760108478265,1.0542719901340003,277.75716894893856,52.79952995915794,0.1872616845210714
187,12625.4082037442,89.64034679553865,3,0.9704950616796092,99.82080913057516,9,0.2605566430491829,3.1729128942650435,0.0338786505383547,97.73729658783196,5,1064.1293777041208,0.1455504815316037,7.463574838022938,170.61159066064494,0,5610,1309,1.2857142857142858,38.57142857142858,145.44444444444443,0.006875477463712758,1.113570090912937,0.007906343107462634,31.46030554793945,1.0213174767001136,685.8157257892743,13.374396491885003,0.585076364062063
472,9463.226769782308,95.15553120750316,5,3.2562027819368757,60.54710604418577,14,0.5105754447451843,3.172206558250949,0.0512754784079912,91.78033180890375,5,1334.1831488648186,0.2744033332343333,3.603477368533337,246.74036135394329,1,14160,3304,2.0,60.0,236.0,0.00423728813559322,0.6362962328711327,0.006398145951391863,19.086747641543703,0.659695872207688,220.65003850547293,16.802410519600194,0.24538792807120988
199,13475.329892885242,85.63836711194503,2,3.820789041138223,74.20532861263163,15,3.372971178677935,3.6274200172331,0.0306664795314994,93.58574366544966,9,3020.192080044948,0.4164501267432066,4.5027816687604645,149.44673399591483,1,5970,1393,2.142857142857143,64.28571428571428,92.86666666666667,0.010768126346015794,0.8664963043448934,0.0055067541353337,20.45677871878578,0.7929127419011689,178.18539087247888,16.479886006344838,0.4965336252491142
971,15333.27953075136,86.3607922338904,2,3.952752354741417,71.2411170508081,5,0.3546882590415973,4.289603176519871,0.0892304884368412,85.88513131698532,1,1600.4890608792164,0.15698429850416,9.279353464535914,356.8150873255794,1,29130,6797,0.7142857142857143,21.42857142857143,1359.3999999999999,0.0007356186552890981,0.8249243112298719,0.004646176110461683,16.60785721177258,0.8294930211828051,453.81046212669634,7.677379391040479,0.19965836530281986
763,18099.84373791212,98.49283582257272,0,4.574179347180923,70.49263400662139,3,2.976788899069869,8.519866915828327,0.0439017932429108,88.83088527271315,8,4115.050433387993,0.4743241395089941,6.098026144706863,367.6571710778805,1,22890,5341,0.42857142857142855,12.857142857142856,1780.3333333333335,0.0005616925669350309,0.7157133147593441,0.0038946542869299355,8.273912574345403,0.7935599627337626,148.61700709475426,11.559910097763286,0.19173469077171623
230,14544.37030968872,81.12448589701944,4,2.3426183384994976,68.90119129995543,3,1.1000629932569272,9.32611091344894,0.0292022084013024,96.13624957812502,7,2097.940696018103,0.4554018769565618,1.8737025751354444,365.6729277742549,1,6900,1610,0.42857142857142855,12.857142857142856,536.6666666666667,0.0018633540372670807,0.8493266926513354,0.004737310026688262,7.387987548013699,0.7167035494136158,151.29755669963458,36.77274729420424,0.1884230033635167
761,16416.82305564737,89.71268596826681,4,4.7888274587996165,88.36495363260916,23,1.52042414255874,5.250244873831602,0.0155394833541149,86.61352437526364,6,1391.5985493972962,0.2659620283466793,8.196507215414648,316.8508193453381,1,22830,5327,3.2857142857142856,98.57142857142857,231.60869565217394,0.004317627182278956,0.9849772379333913,0.0053825854937391004,16.830634714399686,1.0202211983634015,332.2465021864932,10.780805934804379,0.27888504064841796
408,7401.074524318595,98.25601600815725,5,4.394432322872087,63.39037893101288,22,0.648182510737132,3.0256716159064867,0.0672350726300358,83.30123231020387,8,1940.8397036137992,0.1023899362903746,3.3051753919850992,398.5043471191088,1,12240,2856,3.142857142857143,94.28571428571428,129.8181818181818,0.007703081232492997,0.6451551925914663,0.008565023730368278,20.950845623086966,0.7609776851194069,619.1075141529514,19.179127100102367,0.15907073383083112
869,11923.362116296848,92.20726015636312,2,1.8342570696077256,89.66435335773353,3,1.2433374308641965,3.790479400764245,0.0025786943285584,87.56609825966962,3,2428.3929206231523,0.4158979306697944,5.974352583815643,114.35091855199188,1,26070,6083,0.42857142857142855,12.857142857142856,2027.6666666666667,0.0004931777083675817,0.9724218375611923,0.007520056212599659,23.655148565021936,1.0239619571930878,215.5922084376113,15.008212538481878,0.7841157245883065
443,5139.974297406399,90.92814148424264,0,1.2167736680725632,87.73703368065094,21,4.10645892409664,7.889647814841804,0.044999578716994,81.38437334818776,1,1141.2664343795343,0.4523583213649131,5.589833273775915,483.00539497812247,1,13290,3101,3.0,90.0,147.66666666666666,0.006772009029345372,0.9649051685044645,0.017069547161923073,11.120526003150898,1.0780574952059225,193.9547246879854,15.695823002854045,0.18164814429169046
591,8700.182967824345,84.9948835845871,0,2.4592522825760605,70.03216530003586,21,3.1943920280326377,7.419404153703118,0.0550121820367223,94.35712916969864,3,1566.702097545316,0.169895236942173,3.142709581166926,188.8384831717414,1,17730,4137,3.0,90.0,197.0,0.005076142131979695,0.8239574236293845,0.00804950488501609,9.439055192199218,0.7422032221230997,412.20793802402244,22.284007952790873,0.37085748690506204
513,15896.925726695072,86.86550978128896,0,2.30854418580185,70.11335132660645,16,4.7487989735642735,9.737658412845525,0.0339784610880331,82.95491817548395,9,2295.3870179100786,0.4664768835266228,2.0419393131512296,148.62478747669735,1,15390,3591,2.2857142857142856,68.57142857142857,224.4375,0.004455583402951824,0.8071483319805375,0.004410497509519586,7.200227031389369,0.8451982458506887,150.30402106218182,34.336647947878426,0.47174736137200135
905,19877.14927024045,97.04096831609384,3,3.0907368739904197,85.15442341378008,12,0.2437242767687764,2.115909444760666,0.0749817747275005,85.7025181412169,2,2241.9218952390565,0.4656389109178784,2.9013544584547124,476.4544171767726,1,27150,6335,1.7142857142857142,51.42857142857142,527.9166666666667,0.001894238358326756,0.8775100340755522,0.004284036018246895,40.244833551188215,0.9936046835107728,182.87651958879826,29.34988628005628,0.17872522605281327
485,6487.671493808239,91.18436263536915,5,3.125238045474866,90.48684421934712,1,3.962059985920343,8.006070082258855,0.0675660496837938,97.62162011107785,1,4201.546786239356,0.2885163404136762,1.8760401960756905,432.1747665446333,1,14550,3395,0.14285714285714285,4.285714285714286,3395.0,0.0002945508100147275,0.9923504601462063,0.013947507099535905,11.30227980640121,0.9269139778297831,313.62814352076776,48.232892028981,0.2093755841943678
291,11022.414737919324,90.2948438751356,4,3.8749414297098888,95.0594245234946,19,3.495385916397123,6.046348803623853,0.0971398987569961,90.80995315913542,1,4373.021901250612,0.4192139243191367,3.480652170568911,405.94816771667206,1,8730,2037,2.7142857142857144,81.42857142857143,107.21052631578947,0.009327442317133039,1.052766918285475,0.008624192319353676,15.721789729782236,1.046795215904499,226.75636234622857,27.310808395990104,0.2341664086284052
376,17001.06453048739,81.99159427080058,4,2.794504766925246,94.08558255417904,5,1.3044615259876802,9.221543823379674,0.0508766799289681,86.42676881192952,7,1773.6743965741998,0.2779791913087953,9.975677596637182,141.89828357559264,0,11280,2632,0.7142857142857143,21.42857142857143,526.4,0.001899696048632219,1.1475027823393045,0.005534099490385369,10.202801651892697,1.0886162221211302,338.46268172520644,9.431497925102898,0.6630494758878276
260,8060.534519433482,80.32056312910247,3,0.971701884233445,98.59531976655413,21,3.6458335140529226,6.609333393014936,0.0537812364629383,90.95333780029772,4,1495.7595356513896,0.3256185063674471,4.6188303871724425,423.0116854704663,1,7800,1820,3.0,90.0,86.66666666666667,0.011538461538461539,1.2275227653481202,0.01223185875934735,14.9175890976773,1.0840209073254197,302.7939685199998,21.346382417586945,0.23307942346060276
559,13326.274239534294,99.27370377374098,1,4.362311009988978,83.25539581346044,0,3.582742749573101,5.573341795691324,0.0245839319193822,84.36555319263779,5,3536.6499372856733,0.2279356039239053,8.774995522015093,343.60940920391306,1,16770,3913,0.0,0.0,inf,0.0,0.8386450051587824,0.006247462292684284,14.938146423717289,0.9868411059115271,365.25840798989293,9.487799236431023,0.2422966123260408
413,15996.069440445122,87.53972334573683,3,1.8939406243333416,96.3462224536144,7,2.2967260152937192,7.326804875943958,0.038548389073072,80.50346259411221,7,4218.4942227817255,0.1637877381283298,5.942599229161553,392.763444404738,0,12390,2891,1.0,30.0,413.0,0.002421307506053269,1.100600033576716,0.006023118542484483,13.14982780146735,1.1967960054013986,588.238311088501,16.212808358474476,0.24530343601511648
121,14239.781753902686,92.06426124199008,5,4.8708385713796645,92.34053093041643,17,3.4431980942685447,8.66818753744798,0.0026860591158303,92.07464957927606,6,4854.8923888965255,0.3986146335256127,6.999247714003596,491.22811192735696,1,3630,847,2.4285714285714284,72.85714285714285,49.82352941176471,0.020070838252656435,1.0030008353371802,0.006484687232310196,10.652807236978932,1.0028876716051083,231.6536402933716,13.192922254440013,0.18797892198822652
352,7820.371019231242,81.5943014637457,0,1.0303704890589658,95.78670497256054,20,2.222904515075326,4.259988401382816,0.0689274788597689,94.2825186556946,6,1027.1851389860572,0.1005571378076542,2.4071317277550057,177.7764708472001,1,10560,2464,2.857142857142857,85.71428571428572,123.2,0.008116883116883118,1.173938660595322,0.01224835813249901,22.48520323235332,1.0159540319702214,952.5599779478753,39.79288040953842,0.5388041764812047
847,10330.768530286092,93.66228571446094,3,4.812130275046265,60.46506405141466,3,1.6777279802893608,2.8602163502740634,0.031162279968354,97.59563530891958,6,2654.7124537072177,0.3318210758595126,3.473252806797779,301.7527843274121,1,25410,5929,0.42857142857142855,12.857142857142856,1976.3333333333335,0.0005059875189745319,0.6455646858304163,0.005852910543310778,21.140031608315557,0.6195468051416901,182.22189140576032,17.408771377964104,0.20037947350241514
956,16756.87676728096,98.6513341741192,0,0.9095531309713264,98.63611967463244,4,2.3324548016845807,5.464144946554564,0.0540367009666697,95.43766722129448,6,3935.9513363775422,0.4458744105513855,5.5939908072603295,401.340778583646,1,28680,6692,0.5714285714285714,17.142857142857142,1673.0,0.0005977286312014345,0.9998457750256078,0.005886306920107377,18.051519613663945,1.0335135229774803,221.21951235697784,17.63251372287108,0.2457665030269907
660,13313.39771198025,91.5133050599484,5,1.5396626207617676,78.94120651385913,4,4.475647407463956,3.7161589824938286,0.0254992396410949,98.5335540099103,7,4314.237195497418,0.1885109147105802,8.930290908041567,273.4625403086793,0,19800,4620,0.5714285714285714,17.142857142857142,1155.0,0.0008658008658008658,0.8626199923841287,0.005929456042826901,21.242688185768497,0.8011606534147686,418.76199388803104,8.839712762635088,0.2886728340369829
574,5078.444203143691,82.52230644750821,5,0.7096097393894372,91.92731958299372,14,1.9229189643010909,5.436329403161673,0.0621036200339658,99.7190695108574,0,1249.1437947323911,0.2331597827192009,1.3859923229644615,121.8612331672834,1,17220,4018,2.0,60.0,287.0,0.003484320557491289,1.1139693440520588,0.01810147279477606,16.90981409800709,0.921862990037073,394.267478339966,66.32599478355901,0.7543606542763416
158,16414.861400421407,91.63443054946951,2,3.673009159875477,65.08816477351124,9,2.0184408872833197,9.9283853823916,0.0447582492954044,94.89870895491596,2,3722.458077856509,0.3349943411457851,5.562279636091488,144.57555955020848,1,4740,1106,1.2857142857142858,38.57142857142858,122.88888888888889,0.0081374321880651,0.7103024963785083,0.003965197340736625,6.555765340147632,0.6858698657790279,194.29631124779428,11.701706679969707,0.45020171442537144
610,5529.670324103586,95.32694426209304,0,4.326344314573063,75.83764383255897,7,3.042016138110251,6.592976750192175,0.0481860652386294,97.35846601660668,0,2155.7548695958803,0.198748098612456,1.4591099125758693,340.8367890182491,1,18300,4270,1.0,30.0,610.0,0.001639344262295082,0.7955530770403176,0.013714677256976076,11.502792548198872,0.7789527396582352,381.5767011710473,51.975278338475164,0.22250427851700735
781,16186.006740968482,88.12833073148037,4,2.453319868171912,70.85842652083963,6,3.7649973771681062,7.54880178277395,0.0942607139815326,93.4746300645637,7,1298.3878373325017,0.4389947429323132,5.111404088043543,214.00165855630263,1,23430,5467,0.8571428571428571,25.71428571428571,911.1666666666667,0.001097494055240534,0.8040368622973162,0.004377758372081331,9.386711766963547,0.7580498202763373,161.41064935660287,13.862810550742743,0.3311115764189144
575,8037.208402478562,97.59675495882937,3,4.678349337690934,71.66635082003748,11,3.6731043015557834,7.423427379691348,0.070616032312386,83.41875582416539,1,2956.410327018669,0.246641266845022,6.659813433993731,155.13625892103735,1,17250,4025,1.5714285714285714,47.14285714285714,365.90909090909093,0.002732919254658385,0.734310795991829,0.008916821268182691,9.654078521209597,0.8591155563516163,290.5691806435186,10.761014783722084,0.4619574515878642
799,19371.1022017907,92.9736590671473,5,3.156345822900198,64.93022479803527,10,0.0989936505907862,8.565606690288508,0.0261899735600073,83.6340485264457,6,1632.613372816584,0.3326454879279544,7.702508722854766,235.95679900983296,1,23970,5593,1.4285714285714286,42.85714285714286,559.3,0.0017879492222420883,0.6983722642468171,0.0033519117354113693,7.580341608686247,0.7763611345145376,195.1934631745196,8.429750245575873,0.27517844398003316
882,10519.111269531266,97.98497836578406,0,3.3350321095093545,92.23055330172028,12,3.4370766650942657,9.553028792123037,0.0503921817741425,82.20518912630526,5,3948.030072246739,0.1904484590396835,2.2467880473456403,180.3923728179142,1,26460,6174,1.7142857142857142,51.42857142857142,514.5,0.001943634596695821,0.9412723750105638,0.008767903574598284,9.654587598204364,1.1219553690219168,484.2809113120853,41.04995725372566,0.5112774551439414
289,9903.974245071186,92.47010622494676,1,4.304386407653464,60.36969258324313,14,2.2527702404946344,7.270544785664428,0.0466672819051978,98.85949439987048,0,3965.047198797814,0.1165545347963942,2.499177551152133,109.57578662990976,1,8670,2023,2.0,60.0,144.5,0.006920415224913495,0.6528563126810433,0.006095501774278818,8.303324491209523,0.6106615550657947,517.9523275409338,24.15582380508036,0.5509400793730158
786,7233.32075498667,82.62575944009649,2,1.835600922733275,72.5002182794081,16,2.620449837772288,5.808757158025665,0.0795052606878363,93.4550339567876,5,4368.271059950038,0.1694801064054642,5.230584295226115,160.72559542686645,1,23580,5502,2.2857142857142856,68.57142857142857,343.875,0.0029080334423845873,0.8774529731490168,0.010023089081100995,12.481192845054338,0.7757764906803336,427.7801083388429,13.860825901530369,0.45108072604650723
662,9584.063232353225,86.19383422210379,1,2.094195745974316,66.9764217286566,21,2.808316684714896,4.5426475713432914,0.0833355114096202,95.79819500931048,8,2510.2747405910086,0.1184795750435213,9.982328121811666,453.231184367069,1,19860,4634,3.0,90.0,220.66666666666666,0.004531722054380665,0.7770442321439389,0.006988311753052942,14.743917655238931,0.6991407481335872,565.2993075308891,6.7094991179774235,0.14777540477976653
975,18149.761427423007,84.03589896504914,5,4.576783636375899,83.56155762433362,21,3.658598085541327,4.882194400990937,0.0283442822741725,86.62314673648729,2,1053.2391889225746,0.2874415598452877,4.204421520910871,104.81491300108642,1,29250,6825,3.0,90.0,325.0,0.003076923076923077,0.9943554915630425,0.004604003086127513,17.1155736050521,0.9646562237981586,290.7079883274698,19.87468602011873,0.7972296616175933
666,19945.01506440871,98.17652995433724,1,4.554335732174437,70.17009610458176,17,4.156664918041565,4.675844864992453,0.0821151453906236,89.20843420153516,6,2038.9437534979188,0.3346549563672197,4.847746846266192,409.5401214376383,1,19980,4662,2.4285714285714284,72.85714285714285,274.2352941176471,0.0036465036465036463,0.7147339199828969,0.00351817714240779,15.006934175669024,0.7865858955225808,209.67893876815475,14.47478557149242,0.1713387588455524
343,10524.642957602726,95.20800134574964,1,4.894172492903919,70.359938181124,7,3.2313047231611804,4.595723930191119,0.0179501405291001,80.79559063673386,3,2871.246798101108,0.1178700830741811,4.892020685330964,401.3844423486334,1,10290,2401,1.0,30.0,343.0,0.0029154518950437317,0.7390128685257299,0.006685256541676582,15.30987049045785,0.8708388369542375,596.9278747079802,14.382592124375671,0.17529313734589383
931,11729.159464318138,93.52796737820012,2,4.55827242398752,79.53352575981275,5,2.819536104030006,7.557000035056754,0.0762770554537695,97.78014800870196,0,3776.045117664202,0.1361928886151731,1.726307392213859,325.6950753435957,1,27930,6517,0.7142857142857143,21.42857142857143,1303.3999999999999,0.0007672241829062452,0.8503715839156657,0.006780837621124145,10.52448397391273,0.8133913414892219,583.9770825666444,46.07147378186048,0.2441962798360029
604,15831.064073041056,86.01932639263244,2,1.073174162150124,86.10756157363703,10,1.8688462740635088,6.701672239614913,0.024878454380136,97.06006858823216,6,2528.162342746966,0.2942100107241404,7.967549307609958,183.37910628334828,0,18120,4228,1.4285714285714286,42.85714285714286,422.8,0.0023651844843897824,1.0010257599623815,0.0054391518584193475,12.848667988362392,0.8871574358652057,292.67379910595196,10.807283174437849,0.46956037314626187
230,18292.93670697612,83.68089544100427,2,4.206759287616443,64.85218818260654,8,0.6893910961597377,3.61596035934181,0.0297931157413295,95.69622669728588,0,3144.193584268552,0.4196719728803905,3.277913719834967,451.22368972009264,1,6900,1610,1.1428571428571428,34.285714285714285,201.25,0.004968944099378881,0.7749939557987626,0.0035452037702549295,17.934983168457954,0.6776880387118321,154.5306629306167,19.784592800652376,0.14372514045713394
584,13895.665012801765,95.12902175977824,2,2.3442731514931734,67.02045809861984,4,4.79288840822432,9.757008153329569,0.0852467840188994,81.16604135362383,3,3097.054349822868,0.3512036715662877,7.333003511946279,290.03022751757726,1,17520,4088,0.5714285714285714,17.142857142857142,1022.0,0.0009784735812133072,0.7045216786509303,0.004823119874930447,6.868955836195461,0.8257204242181213,190.83074445014768,9.139564434878022,0.2310809417082503
918,10872.88547266744,89.48315891758159,1,4.95860610175672,69.8869897837807,6,2.3092114616265382,5.421804122834554,0.0420074865056297,83.48499471154868,8,1659.9293974332663,0.1418840880415477,5.2758089095203164,169.28249161909417,1,27540,6426,0.8571428571428571,25.71428571428571,1071.0,0.0009337068160597572,0.7810071820123167,0.006427639650897138,12.889987945053857,0.8371203714541658,492.56397069215967,13.246687092413081,0.4128423980256315
746,11189.327612729356,84.51579104301258,4,2.625264339479605,98.94992856471842,21,2.8310612224869662,6.528691208544627,0.0990565824856296,86.68341315508923,4,3492.1980003200506,0.4550169095365979,6.506017679974456,271.6090369956904,1,22380,5222,3.0,90.0,248.66666666666666,0.004021447721179625,1.1707862796238857,0.00884324170222254,15.156166129470886,1.14150937259107,217.464288668946,15.20898550111332,0.3643101483633199
120,15434.272197452105,92.3324395633055,4,2.9922623712599927,75.88609999771681,14,3.7553656971820857,7.620807734318101,0.0151943029907441,85.26125350683344,6,2757.006912821591,0.4669800939158987,1.4857447284549663,177.96689109770108,1,3600,840,2.0,60.0,60.0,0.016666666666666666,0.8218790747501841,0.0049167268159391484,9.957750233743036,0.8900420399242049,162.50392893917146,51.07613612510082,0.4264057181066141
940,5048.2739540641805,80.80667704276904,2,2.883987118655593,83.95960362524106,20,0.3420524248991458,6.909419013415164,0.0463349038039683,96.76919677062138,6,4231.674806609972,0.2299827311397843,9.009691159749096,250.40313645196983,1,28200,6580,2.857142857142857,85.71428571428572,329.0,0.00303951367781155,1.0390181442655197,0.01663134853401691,12.151470834556001,0.867627369319353,365.0691650157425,9.318810393893589,0.33529773154956255
266,14293.84006189761,86.52340508256506,3,1.94781663436225,69.66171250863911,21,4.275055045018657,4.488414152764807,0.0732450330908936,83.89671516401239,2,3762.4448325156,0.3464071167525449,3.19471092477742,298.6751084040481,1,7980,1862,3.0,90.0,88.66666666666667,0.011278195488721804,0.8051198683427258,0.004873547780510916,15.520339731958195,0.8303270559813359,201.09780988824718,21.805325786555333,0.23323574863962435
373,10332.39515662036,89.3711398918227,0,0.8375994000181317,79.61838100629951,3,3.985128716712037,8.381652587899014,0.0005367057978507,90.6424893067795,7,1445.8767447902185,0.2969308600738847,7.030858487507532,243.96035588082,0,11190,2611,0.42857142857142855,12.857142857142856,870.3333333333334,0.0011489850631941783,0.8908735090843847,0.0077057042243767635,9.49912683344193,0.8783781382794014,268.1377778870416,11.32413362433135,0.3263578654771058
487,16912.95996915626,82.95916668218811,5,4.530430536808633,62.96476697543832,18,3.8721429095492055,2.881229116637015,0.0151855278193017,91.42762195638625,0,2955.0336401462737,0.4768095074519288,8.182172008595455,362.8177096290804,1,14610,3409,2.5714285714285716,77.14285714285715,189.38888888888889,0.005280140803754768,0.7589850464223296,0.0037228709279904628,21.85343977397088,0.6886842906783076,132.05434453671486,7.695360951748899,0.17354380810079287
700,6394.859597346982,99.6930895518168,3,4.11204115636829,61.38968583689308,12,0.1099135336720419,6.551966677629372,0.002035674941098,88.50023694325074,3,3809.9774339767496,0.3034994131794943,5.860348455548774,474.3671216353754,1,21000,4900,1.7142857142857142,51.42857142857142,408.33333333333337,0.0024489795918367346,0.6157867723116854,0.009599848894628062,9.369657822970652,0.6936669093469,202.27283207492152,10.475432698676352,0.1294138717397884
415,13823.034004225858,84.18194729179228,5,1.1278705125185118,78.74934107285841,0,2.6325942570520717,4.186537784112805,0.0992877865382753,84.81375863460919,9,1348.0469032293704,0.4839863254848257,4.036006198707618,239.25973905878536,0,12450,2905,0.0,0.0,inf,0.0,0.9354658998311917,0.005696965011355962,18.81013504086806,0.9284972431433298,162.709847213085,19.511699733780137,0.3291374528060902
113,12214.593348291855,82.6070626008653,3,3.995457221075328,75.94637150073649,0,0.2713418536621842,6.926098941384146,0.076062466242147,99.20588581762264,3,4169.988130226526,0.1797370202120824,9.801130370329693,242.29580553459428,1,3390,791,0.0,0.0,inf,0.0,0.9193689874640447,0.0062176749839451,10.965244958738488,0.765543000546905,422.54161892259503,7.7487359754588985,0.31344484620016705
